web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597815-800,https://news.bitcoin.com/?s=bitcoin+government+bank,"Championing Decentralized Exchanges, Now Might Be the Perfect Time for Bisq",21-Dec-17,"Removing the potential for a single point of failure, decentralizing gives way to three enduring principles upon which cryptocurrency rests: security, privacy, and censorship...",81,https://news.bitcoin.com/page/81/?s=bitcoin+government+bank
1520597646-89,https://news.bitcoin.com/?s=bitcoin+government+bank,The Philippine Central Bank Considers Regulation Standards for Bitcoin,20-Dec-17,"The Philippine central bank, Bangko Sentral ng Pilipinas (BSP) and the country’s regulators are planning to create regulatory standards for digital assets like bitcoin....",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597646-90,https://news.bitcoin.com/?s=bitcoin+government+bank,“Bitcoin” And “Mining” Dominate Google Searches as Ukraine Closes in on Legalisation,20-Dec-17,"Keywords like „?i?????“ (Bitcoin) and „???????“ (mining) have climbed to the top 5 of the ""What is…"" category in Google Ukraine’s 2017 Zeitgeist report,...",10,https://news.bitcoin.com/page/10/?s=bitcoin+government+bank
1520597648-91,https://news.bitcoin.com/?s=bitcoin+government+bank,US Blames Bitcoin Ransomware Attack Wannacry on North Korea,19-Dec-17,The US government has announced it now officially considers North Korea to be behind the Wannacry bitcoin ransomware cyber attack which caused billions of...,11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-92,https://news.bitcoin.com/?s=bitcoin+government+bank,"India’s Crypto Crackdown: Wealthy Bitcoiners Targeted, Start-Ups Scrutinized",19-Dec-17,"It has been a busy week for the government of India concerning cryptocurrencies. After it raided crypto exchanges, it is now actively investigating wealthy...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-93,https://news.bitcoin.com/?s=bitcoin+government+bank,Crypto to Take Center Stage at G20 – “Need to See How We Can...,18-Dec-17,French Finance Minister Bruno Le Maire announced on Sunday December 17th that the next Group of 20 (G20) meeting would include discussion about how...,11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-95,https://news.bitcoin.com/?s=bitcoin+government+bank,Japanese Investors Increasingly Switching From Traditional FX Trading to Bitcoin,17-Dec-17,"A growing number of Japanese retail investors are switching from leveraged FX trading to leveraged cryptocurrency trading, thus driving the crypto market, according to...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-94,https://news.bitcoin.com/?s=bitcoin+government+bank,This Week in Bitcoin: Regulators Mount Up as Bitcoin Keeps Bubbling,17-Dec-17,Welcome to the latest installment of This Week in Bitcoin stuffed with all the highlights and lowlights from the past seven days. In this...,11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597817-801,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korean Cryptocurrency Exchanges to Implement Self-Regulation,16-Dec-17,Over 40 companies in South Korea are participating in cryptocurrency self-regulation. Among them are 14 exchanges which have agreed to implement self-regulatory measures; they...,82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597648-98,https://news.bitcoin.com/?s=bitcoin+government+bank,The Satoshi Revolution – Chapter 3: Do You Want a Government Fiat Crypto? (Part...,16-Dec-17,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 1 : The Trusted Third Party Problem
Chapter 3: Trying to Undo Satoshi
by Wendy McElroy

Do You Want...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-97,https://news.bitcoin.com/?s=bitcoin+government+bank,Rise of the Bitcoin Politician: Austin Petersen’s Scrappy Run for US Senate,16-Dec-17,"In the run-up to the 2018 November federal elections in the United States, at least three politicians are accepting bitcoin in donation, including an...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-96,https://news.bitcoin.com/?s=bitcoin+government+bank,European Union Terror Fears Drive New Crackdown on Bitcoin Across Member States,16-Dec-17,"Citing pretext to end all pretexts, ""terrorism,"" European Union legislators moved Friday, December 15 to impose tighter controls on the world’s most popular cryptocurrency,...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597817-802,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Releases Emergency Measures for Cryptocurrency Regulation,15-Dec-17,"South Korea's government released emergency measures for cryptocurrency regulation on Thursday. Bitcoin exchanges will now be regulated. Among other measures, there will be a...",82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597648-99,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Regulation Fails to Shake Bitcoin Market But Could Wipe Out Some Exchanges,15-Dec-17,"After South Korea's regulators announced their emergency measures for cryptocurrencies, the bitcoin market breathes a sigh of relief. While a blanket ban was not...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597648-100,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuelans Turn to Bitcoin as Government Crackdown on Mining Intensifies,14-Dec-17,"In contrast to many people around the world, who adopt bitcoin to make a quick profit, citizens of Venezuela use the currency as a...",11,https://news.bitcoin.com/page/11/?s=bitcoin+government+bank
1520597817-803,https://news.bitcoin.com/?s=bitcoin+government+bank,"Despite Regulation, Russians Plan to Build Europe’s Largest Mining Farms",14-Dec-17,"Undeterred by upcoming federal restrictions on Bitcoin, regional authorities in Moscow have announced intentions to attract European mining companies and investors. Cheap electricity and...",82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597650-101,https://news.bitcoin.com/?s=bitcoin+government+bank,Putin Aide Says Bitcoin Can Help Russia Bypass Financial Sanctions,14-Dec-17,"While the rising transactions fees are making bitcoin less usable for everyday purchases, its strength is drawing in companies and nation states looking to...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-103,https://news.bitcoin.com/?s=bitcoin+government+bank,Tax Investigators Raid Bitcoin Exchanges Across India,13-Dec-17,Investigators from the income tax department of India have conducted onsite searches at the offices of the country’s top nine bitcoin exchanges early on...,12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597817-804,https://news.bitcoin.com/?s=bitcoin+government+bank,Futures Markets and Record Prices Spark Regulatory Warnings,13-Dec-17,Bitcoin’s skyrocketing price has triggered a wave of warnings from regulatory institutions. The European Central Bank (ECB) has implored the European Union (EU) to...,82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597650-102,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korean Banks Drop Crypto Accounts as Government Plans a Ban,13-Dec-17,"South Korean regulators have announced a plan to ban banks from activities involving cryptocurrencies, prompting major banks in the country to declare they will...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-104,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Is a New Haven From Hyperinflation for Rich Latin Americans,11-Dec-17,"Latin America has known far more than its fair share of economic troubles over the years. Whether it's populist revolutions, military coups or some...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597817-805,https://news.bitcoin.com/?s=bitcoin+government+bank,Bulgarian Exchange Crypto.bg to Resume Trading on Monday,10-Dec-17,"Crypto.bg, a leading Bulgarian exchange effected by the unexpected banking clampdown on coin-traders in the country last week, is set to resume trading on...",82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597650-105,https://news.bitcoin.com/?s=bitcoin+government+bank,Australian Bitcoin Exchanges Must Now Register at Financial Intelligence Agency,10-Dec-17,"Whether or not bitcoin users think it is a good idea, governments around the world are determined to try and regulate how citizens trade...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-107,https://news.bitcoin.com/?s=bitcoin+government+bank,"Buy Bitcoin, Not Real Estate",9-Dec-17,"Real estate is how ordinary people have stored value and ultimately accumulated wealth. Indeed, post World War II societies all but demanded access to...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-110,https://news.bitcoin.com/?s=bitcoin+government+bank,10 of the Biggest Lies Told About Bitcoin,9-Dec-17,"As British Prime Minister Benjamin Disraeli once averred, there are three kinds of lies: lies, damned lies, and statistics. Bitcoin is frequently on the...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-108,https://news.bitcoin.com/?s=bitcoin+government+bank,The Satoshi Revolution – Chapter 3: Civil Liberties and Central Banks (Part 3),9-Dec-17,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 1 : The Trusted Third Party Problem
Chapter 3: Trying to Undo Satoshi
by Wendy McElroy

Bad News: Civil...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-106,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Blackmail Attempts Are On the Rise – But No One’s Paying,9-Dec-17,"It was an audacious and callous scheme. A parcel bomb, mailed to a crowded German market, with a ransom note demanding €10 million in...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597650-109,https://news.bitcoin.com/?s=bitcoin+government+bank,30 People Who Were Really Wrong About Bitcoin,9-Dec-17,"“The horse is here to stay but the automobile is only a novelty – a fad.” So scolded a bank president in 1903, warning...",12,https://news.bitcoin.com/page/12/?s=bitcoin+government+bank
1520597817-806,https://news.bitcoin.com/?s=bitcoin+government+bank,Chinese Real-Estate Merchants Are Tapping Into the Cryptocurrency Market,8-Dec-17,"Property Investors from Wenzhou, Zhejing Province, which has a reputation as the home of China’s savviest businessmen, are dabbling in the cryptocurrency market for...",82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520597653-113,https://news.bitcoin.com/?s=bitcoin+government+bank,"Heading into Sunday’s Bitcoin Futures, Big Banks Refuse Customers Access",8-Dec-17,Fresh reporting on what amounts to one of the most eagerly anticipated events in bitcoin history – pending futures markets and contracts – suggests...,13,https://news.bitcoin.com/page/13/?s=bitcoin+government+bank
1520597653-111,https://news.bitcoin.com/?s=bitcoin+government+bank,Bulgarian Official Denies Country Possessing $3.2 Billion in Bitcoin,8-Dec-17,"In May, a series of raids by Bulgarian law enforcement were reported to have resulted in the seizure of over 213,000 BTC, at the...",13,https://news.bitcoin.com/page/13/?s=bitcoin+government+bank
1520597653-112,https://news.bitcoin.com/?s=bitcoin+government+bank,Bankers Have Shut Down All of Bulgaria’s Bitcoin Exchanges,8-Dec-17,"Bulgarians have lost all of their bitcoin exchanges overnight thanks to a sudden banking crackdown. In a well-orchestrated operation, Bulgaria’s major banks swung into...",13,https://news.bitcoin.com/page/13/?s=bitcoin+government+bank
1520597817-807,https://news.bitcoin.com/?s=bitcoin+government+bank,"Russian Regulators Draft Law to Restrict Crypto Mining, Payments, and Token Sales",8-Dec-17,The Russian Ministry of Finance has revealed some details of the upcoming bill to regulate cryptocurrencies which the ministry has been preparing in collaboration...,82,https://news.bitcoin.com/page/82/?s=bitcoin+government+bank
1520598472-1087,https://news.bitcoin.com/?s=ethereum+government+bank,Bankers Have Shut Down All of Bulgaria’s Bitcoin Exchanges,8-Dec-17,"Bulgarians have lost all of their bitcoin exchanges overnight thanks to a sudden banking crackdown. In a well-orchestrated operation, Bulgaria’s major banks swung into...",,
1520597653-114,https://news.bitcoin.com/?s=bitcoin+government+bank,Bittrex Customers Locked Out: Are Crypto Exchanges Ready for Bitcoin?,7-Dec-17,Bittrex users took to social media to voice their concerns: something is wrong at the third largest cryptocurrency exchange in the world. Customers openly...,13,https://news.bitcoin.com/page/13/?s=bitcoin+government+bank
